name,rt,pair,foil,trial,error,first_press
52,1.50426,4,8,4,1,1
53,17.42094,2,7,3,0,1
53,1.375571,1,5,13,0,2
53,6.758449,2,5,19,0,2
53,1.786379,2,7,15,0,2
53,1.335896,3,9,10,0,1
53,1.391239,1,10,9,0,1
53,1.320901,4,6,20,0,2
53,1.320784,3,6,2,0,1
53,1.416281,1,10,21,0,2
53,1.355909,2,5,7,0,1
53,1.338591,4,8,4,0,1
53,1.467517,3,6,14,0,2
53,1.397647,1,5,1,0,1
53,1.402467,4,8,16,0,2
53,1.399484,3,9,22,0,2
53,1.364137,4,6,8,0,1
54,3.661768,4,10,21,0,2
54,1.262787,2,7,3,1,1
54,1.034182,3,9,22,0,2
54,1.035837,3,6,2,0,1
54,1.104567,2,7,15,1,2
54,1.793236,4,10,9,0,1
54,2.526736,3,6,14,0,2
54,1.34753,4,5,1,0,1
54,1.284928,2,5,7,0,1
54,1.357711,1,8,4,0,1
54,1.340298,3,9,10,0,1
54,1.354894,2,5,19,0,2
54,1.614553,1,8,16,1,2
54,1.459583,4,5,13,0,2
54,3.118808,1,6,20,1,2
54,1.241437,1,6,8,0,1
55,7.089362,1,8,4,0,1
55,2.016514,3,6,14,0,2
55,3.526567,1,6,8,0,1
55,1.605316,4,5,13,0,2
55,1.502503,2,5,7,0,1
55,1.510761,2,7,3,0,1
55,1.503549,3,9,22,0,2
55,1.376817,4,10,9,0,1
55,1.567124,3,9,10,1,1
55,1.556761,1,8,16,0,2
55,1.467696,4,5,1,0,1
55,1.429873,2,5,19,1,2
55,1.889361,4,10,21,0,2
55,3.133649,1,6,20,1,2
55,2.195242,2,7,15,0,2
55,1.665868,3,6,2,0,1
56,3.916346,4,6,20,0,2
56,1.902133,2,7,3,0,1
56,2.501622,3,5,1,0,1
56,1.583356,4,8,16,1,2
56,1.547722,1,6,14,0,2
56,1.698594,1,9,22,1,2
56,1.571383,1,6,2,1,1
56,1.336569,2,7,15,0,2
56,1.199826,1,9,10,0,1
56,1.404597,4,6,8,0,1
56,2.546632,3,5,13,0,2
56,1.482029,4,8,4,1,1
56,1.266967,2,5,7,0,1
56,1.568313,3,10,9,0,1
56,1.57422,2,5,19,0,2
56,1.819934,3,10,21,0,2
57,2.144696,2,5,7,0,1
57,2.603856,2,7,3,0,1
57,4.808475,1,5,13,1,2
57,1.349419,4,6,20,0,2
57,1.427711,2,5,19,1,2
57,3.13554,3,9,10,0,1
57,1.158687,4,8,16,0,2
57,2.429825,2,7,15,0,2
57,2.641918,4,8,4,1,1
57,2.676937,4,6,8,0,1
57,3.127161,1,10,21,0,2
57,1.777484,3,9,22,0,2
57,1.302935,3,6,14,0,2
57,3.157122,3,6,2,0,1
57,2.619477,1,5,1,1,1
57,1.279561,1,10,9,0,1
58,1.308384,4,8,16,0,2
58,2.631345,2,7,15,0,2
58,2.47016,4,6,20,0,2
58,1.607235,2,5,7,1,1
58,1.060601,3,9,10,1,1
58,1.495466,1,5,1,1,1
58,1.99232,2,5,19,1,2
58,2.349964,4,8,4,1,1
58,3.156501,3,6,2,0,1
58,2.059412,1,10,9,0,1
58,1.861512,3,6,14,0,2
58,1.67983,4,6,8,0,1
58,4.849279,2,7,3,1,1
58,1.035031,3,9,22,1,2
58,3.900986,1,5,13,1,2
58,3.296801,1,10,21,0,2
59,1.766788,2,5,7,0,1
59,1.097651,2,7,3,0,1
59,1.098996,3,9,22,0,2
59,1.949978,1,10,9,0,1
59,1.612162,4,6,20,0,2
59,1.656709,4,8,4,1,1
59,1.73942,3,6,14,1,2
59,1.930405,1,5,1,1,1
59,1.758957,3,9,10,1,1
59,1.550191,2,5,19,0,2
59,4.340197,3,6,2,0,1
59,3.138146,1,10,21,1,2
59,1.406296,4,8,16,1,2
59,1.802585,1,5,13,0,2
59,1.894976,4,6,8,1,1
59,1.560892,2,7,15,0,2
60,7.015303,2,7,15,0,2
60,1.603382,1,5,13,1,2
60,1.254348,2,7,3,0,1
60,1.545763,3,9,22,1,2
60,1.047537,4,8,16,1,2
60,1.034574,4,6,8,1,1
60,4.463293,1,5,1,0,1
60,5.849313,3,9,10,1,1
60,1.058791,4,8,4,0,1
60,1.101119,3,6,2,1,1
60,2.670541,1,10,21,0,2
60,1.035024,2,5,19,0,2
60,2.213621,1,10,9,0,1
60,6.8654,3,6,14,1,2
60,3.298634,2,5,7,0,1
60,5.385101,4,6,20,0,2
61,1.482056,4,5,19,0,2
61,1.811893,3,9,10,0,1
61,1.427028,4,7,15,0,2
61,4.359431,1,10,9,0,1
61,1.805891,4,5,7,1,1
61,1.43865,1,5,1,1,1
61,1.553853,4,7,3,0,1
61,1.312612,1,10,21,0,2
61,1.304929,2,8,16,0,2
61,1.495039,3,9,22,0,2
61,1.312479,3,6,14,0,2
61,1.34376,2,6,20,0,2
61,1.863764,3,6,2,1,1
61,1.529803,2,8,4,1,1
61,1.312983,2,6,8,1,1
61,1.530053,1,5,13,0,2
62,1.913569,4,6,8,0,1
62,2.208476,3,5,13,1,2
62,1.549622,4,6,20,0,2
62,1.563192,3,10,21,1,2
62,1.433631,1,6,2,0,1
62,1.525088,4,8,4,1,1
62,1.676769,2,7,3,1,1
62,1.34791,3,10,9,1,1
62,1.850476,2,5,19,0,2
62,1.729616,1,9,10,0,1
62,1.466949,1,9,22,0,2
62,1.59679,4,8,16,1,2
62,1.8581,2,5,7,0,1
62,1.372966,2,7,15,1,2
62,1.401934,1,6,14,0,2
62,1.496794,3,5,1,1,1
63,1.474938,1,5,1,0,1
63,1.790768,1,10,9,0,1
63,1.383453,4,8,16,0,2
63,1.340721,4,6,20,0,2
63,1.30792,2,7,15,1,2
63,1.397995,2,7,3,1,1
63,1.265106,4,8,4,0,1
63,1.363625,2,5,7,0,1
63,1.780565,3,9,10,0,1
63,1.290141,3,6,2,1,1
63,1.036572,2,5,19,1,2
63,1.607898,1,5,13,0,2
63,1.3412,3,9,22,1,2
63,1.236625,1,10,21,0,2
63,1.231302,4,6,8,0,1
63,1.274391,3,6,14,1,2
64,2.68032,1,8,16,1,2
64,2.681196,2,5,7,0,1
64,1.978412,1,6,20,1,2
64,1.781939,1,6,8,1,1
64,1.595181,3,6,2,0,1
64,1.416495,3,9,22,1,2
64,1.172466,2,7,15,1,2
64,1.539432,4,5,1,0,1
64,4.327567,4,10,9,0,1
64,2.155094,1,8,4,1,1
64,1.737898,4,5,13,0,2
64,1.689046,3,6,14,1,2
64,1.522327,4,10,21,0,2
64,1.530482,2,7,3,0,1
64,1.440723,3,9,10,1,1
64,1.03506,2,5,19,1,2
65,1.067173,2,7,15,1,2
65,1.034718,1,5,13,0,2
65,3.994872,3,9,22,0,2
65,2.008535,1,10,9,0,1
65,1.835882,4,8,4,0,1
65,1.72823,4,8,16,0,2
65,1.54459,4,6,8,0,1
65,1.463338,3,9,10,0,1
65,1.464258,2,5,7,0,1
65,1.674496,4,6,20,0,2
65,1.714459,2,5,19,0,2
65,1.666815,1,5,1,0,1
65,1.501374,3,6,2,0,1
65,1.717787,3,6,14,0,2
65,1.535693,1,10,21,0,2
65,1.678189,2,7,3,0,1
66,2.816357,1,10,21,1,2
66,1.625921,3,9,10,0,1
66,1.967034,4,8,16,0,2
66,1.733732,1,5,13,1,2
66,2.004369,4,6,8,0,1
66,4.665092,3,6,14,1,2
66,1.578876,3,9,22,0,2
66,1.409008,3,6,2,0,1
66,1.629367,1,5,1,1,1
66,1.401211,1,10,9,1,1
66,2.970786,4,6,20,1,2
66,1.289032,2,7,3,0,1
66,2.010048,2,5,19,1,2
66,1.800252,2,5,7,0,1
66,1.829439,4,8,4,1,1
66,1.299355,2,7,15,0,2
67,1.544738,1,10,21,0,2
67,1.591156,3,9,22,1,2
67,1.517016,4,6,20,0,2
67,1.972679,3,6,14,1,2
67,2.127339,3,9,10,0,1
67,1.572433,1,5,13,1,2
67,2.138761,1,10,9,0,1
67,2.224896,2,5,19,1,2
67,2.005453,2,7,3,1,1
67,1.62692,4,6,8,1,1
67,1.804431,4,8,4,0,1
67,1.833221,1,5,1,0,1
67,1.034983,2,7,15,0,2
67,3.047035,4,8,16,1,2
67,1.650423,3,6,2,1,1
67,2.026828,2,5,7,0,1
68,1.438583,2,5,7,0,1
68,2.857942,4,8,4,0,1
68,5.004054,3,6,2,0,1
68,1.839811,2,7,15,0,2
68,1.331567,4,6,8,0,1
68,2.074655,1,5,13,0,2
68,1.589189,1,10,9,0,1
68,1.476702,1,10,21,0,2
68,1.366599,2,7,3,0,1
68,1.322606,3,6,14,0,2
68,1.30608,1,5,1,0,1
68,1.586632,4,8,16,0,2
68,1.520412,3,9,22,0,2
68,1.408344,2,5,19,0,2
68,1.431791,3,9,10,1,1
68,1.427589,4,6,20,0,2
69,6.9852,1,5,1,0,1
69,1.529289,3,6,14,1,2
69,1.945162,2,5,7,0,1
69,3.072273,4,8,16,1,2
69,1.426396,1,10,21,1,2
69,4.797571,1,5,13,0,2
69,1.588375,1,10,9,1,1
69,3.712409,3,9,22,1,2
69,2.528082,2,7,3,0,1
69,1.89556,4,6,20,0,2
69,1.493154,2,5,19,1,2
69,1.641862,4,8,4,0,1
69,4.124416,4,6,8,0,1
69,2.499586,2,7,15,0,2
69,2.260661,3,6,2,0,1
69,2.746661,3,9,10,1,1
70,1.080729,4,8,16,1,2
70,1.525868,1,9,10,0,1
70,1.646587,3,10,9,0,1
70,1.489328,1,6,14,0,2
70,1.65891,1,6,2,0,1
70,1.549812,1,9,22,0,2
70,1.622734,4,6,8,1,1
70,2.594815,2,7,15,0,2
70,2.072034,3,10,21,1,2
70,1.596422,3,5,13,1,2
70,1.70526,2,7,3,1,1
70,1.613423,4,6,20,0,2
70,1.186203,2,5,19,0,2
70,2.030894,2,5,7,0,1
70,1.811121,4,8,4,0,1
70,1.623337,3,5,1,0,1
71,11.66508,1,5,1,0,1
71,4.33055,2,5,19,0,2
71,3.738839,3,6,14,1,2
71,1.554422,3,6,2,0,1
71,1.480837,1,10,9,1,1
71,1.410739,4,8,4,0,1
71,1.820135,1,5,13,0,2
71,1.350103,4,6,8,1,1
71,1.381113,4,6,20,1,2
71,1.458997,2,7,3,0,1
71,1.446889,2,7,15,0,2
71,1.545599,1,10,21,0,2
71,1.305356,4,8,16,1,2
71,1.423196,3,9,10,1,1
71,2.018974,3,9,22,1,2
71,1.463407,2,5,7,0,1
72,4.399354,4,8,16,1,2
72,1.99417,3,6,2,1,1
72,1.034472,4,6,8,0,1
72,2.066903,2,5,19,0,2
72,1.669363,3,9,22,0,2
72,2.751061,3,9,10,1,1
72,3.251349,4,8,4,0,1
72,1.72615,1,5,1,0,1
72,1.821944,1,10,21,0,2
72,1.68139,4,6,20,1,2
72,1.986995,2,7,3,0,1
72,1.296316,3,6,14,1,2
72,1.577998,1,10,9,1,1
72,1.420204,2,5,7,0,1
72,1.40793,1,5,13,0,2
72,1.415298,2,7,15,0,2
73,4.799869,1,10,21,0,2
73,3.842066,1,5,1,1,1
73,2.085635,4,8,16,0,2
73,1.034668,2,5,19,0,2
73,1.874804,3,6,14,1,2
73,1.236285,1,10,9,1,1
73,1.125676,3,9,22,0,2
73,1.413919,3,9,10,1,1
73,1.153947,4,8,4,0,1
73,1.352579,2,7,3,1,1
73,1.231781,4,6,8,0,1
73,1.41062,3,6,2,1,1
73,1.831173,4,6,20,1,2
73,2.591681,1,5,13,1,2
73,4.999637,2,7,15,1,2
73,1.532055,2,5,7,1,1
74,3.252284,4,6,20,1,2
74,1.862438,3,6,2,1,1
74,2.385029,4,8,4,0,1
74,1.665582,4,6,8,0,1
74,2.571821,1,5,1,1,1
74,1.233587,4,8,16,1,2
74,1.389567,3,9,22,0,2
74,2.282198,1,10,21,1,2
74,1.891648,2,7,3,1,1
74,2.341133,1,5,13,0,2
74,2.820159,1,10,9,0,1
74,2.300824,2,7,15,0,2
74,1.359593,3,9,10,0,1
74,1.631038,3,6,14,1,2
74,2.531052,2,5,19,1,2
74,1.865927,2,5,7,1,1
75,2.59038,3,6,14,0,2
75,1.623276,3,9,10,0,1
75,2.61888,4,8,4,1,1
75,1.46306,4,8,16,1,2
75,1.445785,4,6,20,1,2
75,2.932974,1,5,1,1,1
75,1.587676,2,7,15,1,2
75,1.465352,1,10,9,1,1
75,2.619247,1,5,13,1,2
75,1.884921,3,6,2,1,1
75,1.325992,4,6,8,1,1
75,3.021975,2,5,19,1,2
75,1.404834,1,10,21,0,2
75,1.536689,3,9,22,0,2
75,1.847806,2,5,7,1,1
75,2.538264,2,7,3,1,1
76,1.65846,3,6,2,0,1
76,1.060066,2,5,7,1,1
76,1.527187,1,6,8,1,1
76,1.63477,2,7,3,0,1
76,1.501941,2,7,15,0,2
76,1.526016,4,5,13,0,2
76,1.694433,3,9,10,1,1
76,1.175546,1,6,20,0,2
76,1.433062,1,8,4,1,1
76,1.452024,2,5,19,0,2
76,4.102446,4,10,21,0,2
76,1.534757,4,10,9,1,1
76,1.486346,1,8,16,1,2
76,1.352698,4,5,1,0,1
76,1.392159,3,9,22,1,2
76,1.517515,3,6,14,0,2
77,1.890934,3,6,14,0,2
77,1.819295,4,8,16,0,2
77,1.808384,4,6,8,0,1
77,1.572957,1,10,21,1,2
77,1.469073,1,5,13,0,2
77,1.414663,3,9,22,0,2
77,7.555151,3,6,2,0,1
77,1.681531,3,9,10,0,1
77,1.821087,1,5,1,0,1
77,2.056725,4,6,20,1,2
77,1.971879,2,7,15,1,2
77,1.449692,4,8,4,0,1
77,2.759004,2,5,7,1,1
77,1.477611,2,7,3,0,1
77,1.895777,2,5,19,1,2
77,1.888567,1,10,9,0,1
78,4.047799,4,6,20,1,2
78,4.272022,4,8,16,1,2
78,1.770356,3,6,14,0,2
78,2.262624,4,6,8,0,1
78,3.276466,2,5,19,1,2
78,2.101711,2,5,7,1,1
78,1.877697,4,8,4,0,1
78,1.47214,3,9,22,0,2
78,2.470581,3,6,2,0,1
78,1.667139,2,7,3,1,1
78,1.917076,1,10,9,0,1
78,1.79012,2,7,15,0,2
78,1.709972,1,10,21,1,2
78,3.258779,1,5,13,0,2
78,2.68534,3,9,10,0,1
78,2.510322,1,5,1,1,1
79,16.195335,3,8,4,0,1
79,6.535723,2,5,7,0,1
79,2.652966,1,10,21,0,2
79,1.946236,3,8,16,0,2
79,2.081811,4,6,2,0,1
79,2.379033,1,5,13,1,2
79,2.921496,2,7,3,0,1
79,2.51275,3,6,8,0,1
79,1.889921,4,9,22,1,2
79,1.706182,2,7,15,1,2
79,1.499454,4,6,14,0,2
79,2.053472,3,6,20,0,2
79,1.816885,1,5,1,1,1
79,3.180733,2,5,19,1,2
79,7.610127,4,9,10,1,1
79,4.853845,1,10,9,1,1
80,8.910073,2,5,19,0,2
80,1.718393,4,6,20,0,2
80,1.935401,2,7,3,0,1
80,1.911823,4,8,16,0,2
80,3.767498,1,10,21,1,2
80,2.05305,4,8,4,0,1
80,1.936534,3,6,2,0,1
80,1.71111,2,7,15,0,2
80,1.92808,3,9,22,0,2
80,2.02233,1,10,9,0,1
80,1.891145,1,5,1,0,1
80,1.611899,3,6,14,0,2
80,1.993329,2,5,7,0,1
80,2.697805,4,6,8,0,1
80,2.091156,1,5,13,0,2
80,1.932128,3,9,10,0,1
81,3.027792,2,7,3,0,1
81,1.661419,4,8,4,0,1
81,1.615086,4,6,20,1,2
81,1.54168,2,7,15,1,2
81,4.213714,1,10,21,0,2
81,2.770031,3,9,10,1,1
81,1.895872,2,5,19,0,2
81,3.512616,4,6,8,0,1
81,1.953885,3,9,22,0,2
81,2.281813,4,8,16,0,2
81,2.386419,1,5,13,1,2
81,2.198768,1,5,1,1,1
81,2.003642,2,5,7,0,1
81,2.328208,3,6,14,0,2
81,2.216323,1,10,9,0,1
81,2.843468,3,6,2,1,1
82,1.037023,2,5,19,1,2
82,3.673376,3,6,14,0,2
82,3.498477,3,9,22,1,2
82,1.268933,2,7,3,0,1
82,1.214389,1,5,1,1,1
82,1.120942,4,8,4,1,1
82,1.035037,2,7,15,1,2
82,1.036789,4,6,20,1,2
82,2.703692,4,6,8,1,1
82,1.036237,3,9,10,0,1
82,3.174061,3,6,2,1,1
82,1.107284,4,8,16,0,2
82,1.468994,1,5,13,1,2
82,1.589978,1,10,9,1,1
82,1.402782,2,5,7,1,1
82,1.574147,1,10,21,1,2
84,4.962992,3,9,10,0,1
84,4.672548,3,6,2,0,1
84,1.135133,1,10,21,0,2
84,1.606193,4,8,4,1,1
84,1.690891,3,9,22,0,2
84,1.612457,2,5,19,1,2
84,2.225079,3,6,14,0,2
84,2.221192,1,10,9,0,1
84,4.120417,4,6,20,1,2
84,1.862655,4,6,8,1,1
84,1.498262,2,5,7,0,1
84,1.762385,4,8,16,0,2
84,1.824897,1,5,13,0,2
84,1.436919,2,7,3,0,1
84,1.364526,1,5,1,1,1
84,1.938689,2,7,15,0,2
85,1.651282,4,6,20,0,2
85,1.262125,3,9,10,0,1
85,2.208134,2,5,19,0,2
85,2.179275,1,10,21,1,2
85,1.470355,1,10,9,0,1
85,1.427115,4,8,4,0,1
85,1.294862,3,6,14,0,2
85,1.294977,3,9,22,0,2
85,1.560952,2,7,15,1,2
85,1.790383,2,5,7,0,1
85,1.363232,4,8,16,0,2
85,1.370081,3,6,2,0,1
85,1.651822,1,5,1,1,1
85,1.389625,4,6,8,0,1
85,1.733548,2,7,3,1,1
85,1.988807,1,5,13,0,2
86,2.345528,4,8,4,0,1
86,1.091661,3,6,14,1,2
86,4.252874,4,6,20,0,2
86,1.359211,3,9,22,0,2
86,1.97322,1,5,1,0,1
86,1.763217,2,7,3,0,1
86,1.576802,2,5,19,1,2
86,1.487006,2,7,15,0,2
86,1.720723,3,9,10,0,1
86,1.455686,2,5,7,1,1
86,1.449065,1,10,9,0,1
86,1.343631,4,6,8,0,1
86,1.534905,4,8,16,0,2
86,1.870949,3,6,2,1,1
86,1.704741,1,5,13,1,2
86,1.596422,1,10,21,0,2
87,2.001814,4,6,8,0,1
87,2.198532,4,8,4,0,1
87,2.218143,3,9,22,0,2
87,1.654668,1,5,7,1,1
87,1.65642,3,9,10,0,1
87,1.426681,1,7,15,1,2
87,1.445633,1,5,19,1,2
87,1.649332,2,5,1,0,1
87,1.779563,3,6,14,0,2
87,1.547794,4,6,20,0,2
87,1.578756,2,10,21,0,2
87,1.424909,2,5,13,0,2
87,1.412105,3,6,2,0,1
87,1.464932,1,7,3,0,1
87,1.40418,2,10,9,0,1
87,1.611276,4,8,16,0,2
88,1.599541,3,6,2,1,1
88,2.675075,2,5,7,1,1
88,5.052764,4,6,20,1,2
88,3.566545,2,7,15,0,2
88,2.243166,2,7,3,0,1
88,6.192201,1,10,9,1,1
88,3.188496,4,8,16,0,2
88,4.665674,1,5,1,0,1
88,5.235822,2,5,19,0,2
88,2.462512,3,9,10,0,1
88,2.528042,4,6,8,1,1
88,1.923524,4,8,4,1,1
88,4.307721,3,9,22,1,2
88,4.643526,1,5,13,0,2
88,1.472193,3,6,14,1,2
88,3.474653,1,10,21,0,2
89,3.288739,3,6,14,0,2
89,1.345822,4,6,8,0,1
89,2.287088,3,6,2,0,1
89,1.816454,4,8,16,0,2
89,1.764099,3,9,22,1,2
89,2.490989,2,7,15,0,2
89,1.660213,4,6,20,0,2
89,2.291947,1,10,21,0,2
89,2.661202,1,5,1,1,1
89,3.976377,3,9,10,0,1
89,2.161829,2,5,19,0,2
89,2.496126,1,10,9,0,1
89,2.129276,2,7,3,0,1
89,4.153357,4,8,4,0,1
89,1.40016,1,5,13,0,2
89,1.212932,2,5,7,0,1
90,2.918622,3,9,22,0,2
90,1.864499,1,5,13,0,2
90,1.483189,3,6,2,0,1
90,1.508485,2,6,20,0,2
90,1.668601,4,7,3,1,1
90,2.194632,3,6,14,0,2
90,1.535075,4,5,19,1,2
90,1.446887,3,9,10,0,1
90,1.529966,1,10,21,0,2
90,1.753552,2,8,16,0,2
90,3.141626,4,5,7,0,1
90,2.614333,4,7,15,1,2
90,1.490159,1,10,9,0,1
90,2.231696,1,5,1,1,1
90,1.392544,2,6,8,0,1
90,1.54172,2,8,4,0,1
91,2.049538,4,6,8,0,1
91,1.77994,1,10,9,0,1
91,2.122052,4,6,20,1,2
91,2.105398,3,9,10,0,1
91,1.841972,3,9,22,0,2
91,1.948435,2,7,15,1,2
91,2.083775,3,6,2,0,1
91,1.646371,2,7,3,0,1
91,1.413089,1,10,21,1,2
91,1.545726,2,5,7,0,1
91,1.456211,4,8,16,1,2
91,2.258778,4,8,4,0,1
91,1.629307,3,6,14,0,2
91,1.648335,1,5,1,0,1
91,1.739737,1,5,13,0,2
91,1.43445,2,5,19,1,2
92,4.553999,3,9,22,1,2
92,2.152716,1,5,1,0,1
92,2.438792,2,5,7,0,1
92,3.354047,2,7,15,1,2
92,4.832967,3,6,14,1,2
92,3.315648,4,6,8,1,1
92,4.548791,1,10,21,0,2
92,2.731192,1,5,13,1,2
92,2.139184,3,6,2,0,1
92,2.538249,4,8,16,1,2
92,2.425585,4,8,4,1,1
92,4.44746,3,9,10,0,1
92,3.658235,2,7,3,1,1
92,2.112004,2,5,19,1,2
92,2.912144,4,6,20,0,2
92,2.920617,1,10,9,0,1
93,4.301214,2,5,19,0,2
93,3.053016,4,8,4,0,1
93,2.103526,3,6,2,0,1
93,1.278942,4,8,16,0,2
93,1.05666,3,9,10,1,1
93,1.036722,4,6,8,0,1
93,1.411506,1,5,13,0,2
93,4.192541,2,5,7,0,1
93,1.229609,2,7,15,1,2
93,1.03493,2,7,3,1,1
93,8.276389,1,10,21,1,2
93,1.038784,3,9,22,0,2
93,1.550467,1,10,9,1,1
93,1.561479,3,6,14,0,2
93,1.08019,1,5,1,0,1
93,1.73769,4,6,20,0,2
94,2.019351,4,6,20,0,2
94,2.182827,1,5,13,0,2
94,1.769961,2,7,15,0,2
94,2.488981,3,9,10,0,1
94,1.540626,2,7,3,0,1
94,2.615719,4,8,4,0,1
94,1.763406,2,5,19,0,2
94,3.305832,4,8,16,1,2
94,1.562241,2,5,7,0,1
94,2.329257,1,10,9,0,1
94,2.977097,4,6,8,0,1
94,1.831055,3,9,22,0,2
94,1.507002,3,6,2,0,1
94,1.795711,3,6,14,0,2
94,1.626164,1,10,21,0,2
94,3.414264,1,5,1,0,1
95,1.062038,4,6,8,0,1
95,4.15054,1,7,15,1,2
95,1.958343,2,10,21,0,2
95,1.036819,4,6,20,0,2
95,1.624048,3,6,14,0,2
95,3.627825,3,9,22,1,2
95,1.294965,1,5,7,0,1
95,2.088358,3,9,10,1,1
95,1.684532,2,5,13,0,2
95,1.411504,4,8,4,1,1
95,1.455487,1,5,19,0,2
95,1.697905,1,7,3,1,1
95,2.12358,3,6,2,0,1
95,1.482969,2,5,1,0,1
95,1.45404,2,10,9,0,1
95,1.640133,4,8,16,1,2
96,4.067084,2,5,7,1,1
96,2.44477,2,5,19,1,2
96,2.311938,1,5,13,1,2
96,1.776138,4,8,16,1,2
96,1.118338,3,6,14,0,2
96,1.846286,1,10,21,1,2
96,1.865048,4,6,8,1,1
96,1.429883,4,8,4,0,1
96,1.415782,3,9,22,0,2
96,1.790333,3,6,2,1,1
96,1.771804,1,5,1,1,1
96,1.403237,1,10,9,0,1
96,1.439387,4,6,20,1,2
96,1.627075,2,7,3,0,1
96,1.408972,2,7,15,1,2
96,1.685007,3,9,10,1,1
98,1.523824,4,6,8,0,1
98,1.511812,4,8,4,1,1
98,2.684378,3,9,22,1,2
98,1.957464,4,8,16,0,2
98,1.620126,2,5,19,0,2
98,1.752596,4,6,20,1,2
98,2.249986,2,7,3,0,1
98,2.260629,1,10,21,1,2
98,1.831147,3,6,2,1,1
98,1.898774,2,5,7,1,1
98,2.25194,1,5,13,1,2
98,2.326162,3,6,14,1,2
98,1.974385,2,7,15,0,2
98,2.599374,1,10,9,1,1
98,1.62794,1,5,1,1,1
98,1.670078,3,9,10,0,1
