name,rt,error,correct_key,trial,pair1,pair2,trial_types
1,0.964949,0,3,96,4,12,3
1,0.814603,0,3,84,4,12,4
1,1.004727,0,2,30,2,10,2
1,1.012422,0,1,22,1,12,1
1,0.842928,0,1,23,1,12,8
1,0.863573,1,2,25,2,9,2
1,1.021029,1,3,110,2,1,7
1,1.755877,0,1,89,4,10,2
1,1.132089,0,3,43,2,11,3
1,1.161963,0,3,144,4,3,7
1,0.987655,1,3,27,2,9,3
1,0.964888,0,1,40,2,10,8
1,1.001773,0,3,115,2,1,7
1,1.127545,0,1,4,1,10,1
1,0.992746,1,2,90,4,10,1
1,1.100994,1,2,45,2,11,2
1,1.133023,0,3,26,2,9,3
1,0.796052,0,2,85,4,9,8
1,0.521562,0,2,133,4,3,5
1,0.728792,0,1,94,4,12,2
1,1.108526,0,1,47,2,12,8
1,0.741914,0,1,16,1,10,8
1,0.89439,0,3,108,1,2,7
1,1.226449,0,1,65,3,10,2
1,0.727206,0,1,29,2,10,8
1,0.946552,0,2,49,3,9,1
1,1.058187,0,2,140,4,3,5
1,1.127031,1,3,123,3,4,7
1,1.286176,0,1,5,1,10,8
1,0.938509,0,1,112,2,1,5
1,1.153245,0,3,50,3,9,3
1,1.093653,0,3,19,1,11,3
1,0.994994,0,1,88,4,10,2
1,0.725527,0,2,114,2,1,6
1,0.899208,1,3,111,2,1,7
1,0.856137,0,3,60,3,12,4
1,0.961413,1,1,59,3,12,2
1,2.240648,1,1,35,2,12,1
1,1.020734,0,1,106,1,2,5
1,1.053943,0,2,54,3,10,8
1,0.728492,0,1,130,3,4,6
1,0.785871,0,2,44,2,11,2
1,1.079079,0,3,3,1,9,3
1,1.06494,1,3,7,1,11,4
1,0.847958,0,2,105,1,2,6
1,1.183047,1,3,115,2,1,7
1,0.893626,0,1,23,1,12,8
1,0.681948,0,2,97,1,2,6
1,0.859764,0,3,12,1,12,4
1,0.634806,0,2,21,1,11,2
1,0.758411,0,1,41,2,10,1
1,0.886415,0,2,102,1,2,6
1,0.669459,0,2,1,1,9,2
1,0.644015,0,2,73,4,9,1
1,0.616938,1,1,46,2,12,1
1,0.790922,0,3,91,4,11,4
1,0.729559,0,1,94,4,12,2
1,0.668345,1,1,70,3,12,2
1,0.874489,1,3,51,3,9,4
1,0.873694,0,3,31,2,11,4
1,0.614201,0,1,112,2,1,5
1,0.756228,0,1,137,4,3,6
1,0.982561,0,1,16,1,10,8
1,0.847861,1,3,111,2,1,7
1,1.270936,0,3,67,3,11,4
1,0.840007,0,1,143,4,3,6
1,0.601696,0,2,8,1,11,2
1,0.751454,1,3,122,3,4,7
1,1.404673,0,3,63,3,9,3
1,1.141304,0,3,50,3,9,3
1,1.004274,0,3,26,2,9,3
1,0.779618,0,3,99,1,2,7
1,0.588295,0,2,68,3,11,1
1,0.624102,0,1,124,3,4,6
1,1.31867,0,3,110,2,1,7
1,0.695339,0,2,61,3,9,8
1,0.712634,1,2,30,2,10,2
1,0.771073,1,2,85,4,9,8
1,0.894853,0,1,28,2,10,1
1,0.678406,0,2,128,3,4,5
1,0.759814,0,1,83,4,12,2
1,0.727114,0,2,126,3,4,5
1,1.04629,0,3,24,1,12,3
1,1.042163,0,3,75,4,9,4
1,0.994656,0,1,64,3,10,2
1,1.047369,0,1,77,4,10,2
1,0.675747,0,2,80,4,11,8
1,0.696617,1,1,10,1,12,8
1,1.522869,1,3,39,2,9,4
1,0.860718,0,2,81,4,11,1
1,1.124165,0,1,4,1,10,1
1,0.825975,0,2,69,3,11,8
1,0.772001,0,2,32,2,11,2
1,0.946624,1,1,118,2,1,5
1,0.882445,0,1,5,1,10,8
1,0.860327,1,2,42,2,10,2
1,1.088488,0,3,74,4,9,3
1,1.648804,0,1,17,1,10,1
1,1.069053,0,2,56,3,11,8
1,1.667888,0,1,125,3,4,6
1,1.054478,1,3,19,1,11,3
1,0.800404,0,2,141,4,3,5
1,1.068589,0,1,136,4,3,6
1,0.961535,0,3,27,2,9,3
1,0.728649,0,2,140,4,3,5
1,1.071379,0,3,103,1,2,7
1,0.853235,1,3,38,2,9,4
1,1.086165,0,2,37,2,9,2
1,1.14244,1,3,135,4,3,7
1,0.735457,0,2,9,1,11,2
1,0.755153,0,3,108,1,2,7
1,1.518328,0,3,62,3,9,4
1,0.730383,0,1,82,4,12,2
1,0.824588,0,2,18,1,10,2
1,1.219212,1,1,88,4,10,2
1,0.74032,0,2,90,4,10,1
1,0.591431,0,1,71,3,12,2
1,1.02691,0,3,98,1,2,7
1,0.75354,0,1,100,1,2,5
1,0.756719,0,2,33,2,11,2
1,0.954011,0,2,114,2,1,6
1,0.99082,0,2,117,2,1,6
1,0.557833,0,2,13,1,9,2
1,0.700382,0,1,59,3,12,2
1,0.675579,1,2,78,4,10,8
1,0.620379,1,3,15,1,9,4
1,0.52806,0,1,47,2,12,8
1,0.668619,0,2,129,3,4,5
1,0.537572,0,2,45,2,11,2
1,0.692962,0,2,66,3,10,1
1,0.530526,0,2,6,1,10,2
1,0.54927,1,3,134,4,3,7
1,0.680338,0,2,104,1,2,6
1,0.716479,0,3,139,4,3,7
1,0.747004,0,2,92,4,11,1
1,0.805971,0,1,35,2,12,1
1,0.649209,1,3,132,3,4,7
1,1.136902,0,3,120,2,1,7
1,0.636772,0,2,133,4,3,5
1,0.731045,1,1,40,2,10,8
1,1.082128,0,1,101,1,2,5
1,1.250176,0,2,121,3,4,5
1,1.094648,0,1,58,3,12,2
1,1.294412,0,3,87,4,9,3
1,0.819896,0,3,14,1,9,4
1,0.981907,0,1,22,1,12,1
1,0.962307,0,3,72,3,12,3
1,0.700698,0,2,20,1,11,2
1,0.66691,0,1,95,4,12,2
1,1.276553,0,1,53,3,10,2
1,0.998581,0,3,2,1,9,3
1,0.866132,0,1,34,2,12,8
1,0.627857,0,1,89,4,10,2
1,0.776479,0,3,48,2,12,3
1,0.792955,0,1,131,3,4,6
1,0.975131,0,1,29,2,10,8
1,0.588359,0,1,113,2,1,5
1,0.707572,0,3,84,4,12,4
1,1.272981,1,1,107,1,2,5
1,1.210734,1,3,96,4,12,3
1,0.585751,0,2,109,2,1,6
1,0.649424,0,3,60,3,12,4
1,0.502394,1,3,79,4,11,3
1,1.032752,1,1,52,3,10,2
1,0.991613,0,1,142,4,3,6
1,0.993903,0,3,123,3,4,7
1,0.84203,1,3,86,4,9,4
1,0.92243,0,1,119,2,1,5
1,0.917078,1,3,144,4,3,7
1,0.534018,0,1,106,1,2,5
1,0.668736,0,1,11,1,12,1
1,0.825453,1,2,25,2,9,2
1,0.768902,1,3,55,3,11,3
1,0.568315,0,2,93,4,11,8
1,0.616176,0,2,49,3,9,1
1,0.614763,1,3,127,3,4,7
1,0.893235,0,1,65,3,10,2
1,0.950894,0,3,43,2,11,3
1,0.808526,1,1,76,4,10,2
1,1.00596,0,2,116,2,1,6
1,1.020435,0,3,36,2,12,4
1,1.056206,1,2,57,3,11,1
1,0.750595,1,2,138,4,3,5
2,2.09844,0,3,59,3,12,3
2,2.222434,1,1,142,4,3,6
2,1.422209,0,2,28,2,10,2
2,1.931113,1,1,38,2,9,8
2,1.791924,0,3,72,3,12,4
2,1.445502,0,1,10,1,12,1
2,2.090686,0,3,23,1,12,4
2,1.48182,0,3,144,4,3,7
2,1.424047,0,3,131,3,4,7
2,1.811297,0,3,11,1,12,3
2,1.983015,0,1,46,2,12,8
2,1.952827,1,1,32,2,11,8
2,1.897949,0,2,109,2,1,6
2,1.00364,0,2,73,4,9,1
2,1.142005,0,2,5,1,10,2
2,1.081922,0,1,122,3,4,6
2,2.285536,0,3,47,2,12,4
2,2.23075,0,1,115,2,1,5
2,1.662196,0,1,22,1,12,8
2,2.892759,1,3,35,2,12,3
2,1.164458,0,2,101,1,2,6
2,0.988576,0,2,133,4,3,5
2,1.410129,1,3,15,1,9,4
2,1.343251,0,1,34,2,12,1
2,1.300076,0,2,40,2,10,2
2,1.683512,1,3,102,1,2,7
2,1.352313,0,1,19,1,11,1
2,1.830115,1,2,125,3,4,5
2,2.497509,1,3,132,3,4,7
2,1.48175,0,2,16,1,10,2
2,3.212505,0,3,48,2,12,3
2,1.051935,0,2,69,3,11,1
2,1.048333,0,2,1,1,9,2
2,1.529987,1,3,24,1,12,3
2,2.034341,0,3,42,2,10,3
2,1.899642,1,3,120,2,1,7
2,1.361119,0,1,20,1,11,1
2,1.319921,0,1,139,4,3,6
2,0.923256,0,2,117,2,1,6
2,1.498646,0,1,130,3,4,6
2,1.057979,0,1,26,2,9,1
2,1.172785,1,2,61,3,9,8
2,1.359645,0,1,92,4,11,2
2,0.899665,0,2,100,1,2,6
2,1.019244,0,1,94,4,12,2
2,0.83656,0,1,134,4,3,6
2,2.372044,1,2,76,4,10,8
2,0.879118,0,1,98,1,2,5
2,1.697107,0,1,68,3,11,2
2,1.067097,0,1,104,1,2,5
2,2.491623,0,3,95,4,12,4
2,1.882579,0,2,88,4,10,1
2,0.936747,0,2,9,1,11,2
2,1.691704,0,3,54,3,10,4
2,0.996841,0,1,55,3,11,2
2,1.844769,0,1,110,2,1,5
2,1.542126,0,3,66,3,10,3
2,1.047193,0,2,57,3,11,8
2,1.70024,0,3,30,2,10,4
2,1.099814,0,1,128,3,4,6
2,1.795182,0,1,67,3,11,2
2,2.366753,0,3,123,3,4,7
2,1.218553,0,1,58,3,12,2
2,1.437555,0,2,33,2,11,2
2,1.676914,1,2,49,3,9,1
2,2.957926,0,2,52,3,10,8
2,1.196211,0,1,103,1,2,5
2,1.778714,1,3,3,1,9,3
2,1.286924,0,2,17,1,10,2
2,1.681208,0,1,56,3,11,2
2,1.475057,0,3,6,1,10,4
2,1.114884,0,2,141,4,3,5
2,2.633602,1,3,143,4,3,7
2,1.530213,0,3,71,3,12,4
2,1.711794,0,2,29,2,10,2
2,1.471913,0,1,43,2,11,1
2,1.415448,0,3,107,1,2,7
2,1.679152,0,2,53,3,10,1
2,1.328108,0,1,70,3,12,2
2,2.530932,0,3,96,4,12,4
2,2.330067,0,3,138,4,3,7
2,1.687747,0,1,80,4,11,2
2,1.943902,1,3,78,4,10,4
2,3.421936,0,1,8,1,11,8
2,1.205499,0,2,64,3,10,1
2,1.461807,0,1,7,1,11,8
2,1.287095,0,2,13,1,9,2
2,0.860766,0,2,25,2,9,2
2,0.707414,0,2,121,3,4,5
2,1.478037,0,3,60,3,12,3
2,1.091204,0,1,31,2,11,8
2,1.40501,0,3,36,2,12,4
2,1.327538,0,3,63,3,9,3
2,1.41226,0,3,84,4,12,3
2,1.242618,0,1,2,1,9,1
2,1.444177,0,3,12,1,12,4
2,1.015361,0,1,82,4,12,2
2,1.459043,0,3,27,2,9,3
2,1.205123,0,2,105,1,2,6
2,0.775766,0,2,81,4,11,8
2,1.388582,0,1,44,2,11,1
2,1.44783,0,3,51,3,9,4
2,1.136567,1,3,39,2,9,4
2,1.203919,0,2,4,1,10,2
2,2.457795,1,2,89,4,10,8
2,1.248266,0,1,91,4,11,2
2,1.773684,0,3,114,2,1,7
2,0.92537,0,2,129,3,4,5
2,1.409538,0,3,87,4,9,3
2,1.190853,0,2,97,1,2,6
2,0.828064,0,2,113,2,1,6
2,1.904991,0,2,93,4,11,1
2,0.896842,0,2,112,2,1,6
2,3.182465,1,2,77,4,10,1
2,1.279338,0,1,86,4,9,2
2,1.232211,0,2,137,4,3,5
2,1.563135,0,3,111,2,1,7
2,1.318242,0,1,127,3,4,6
2,1.235669,0,1,116,2,1,5
2,1.199972,0,2,136,4,3,5
2,1.396619,0,1,50,3,9,2
2,1.530213,0,3,119,2,1,7
2,1.460177,1,2,21,1,11,2
2,1.569026,0,1,106,1,2,5
2,1.923926,0,3,75,4,9,4
2,1.188249,0,1,74,4,9,2
2,1.565594,0,2,41,2,10,2
2,0.863602,0,2,85,4,9,8
2,1.084202,0,1,62,3,9,2
2,0.9413,0,1,118,2,1,5
2,1.371365,0,3,126,3,4,7
2,1.951452,0,3,83,4,12,3
2,2.297632,0,1,140,4,3,6
2,1.146995,0,1,14,1,9,8
2,1.66548,0,3,99,1,2,7
2,2.303751,1,3,18,1,10,3
2,2.259636,0,3,135,4,3,7
2,1.775853,0,2,37,2,9,2
2,1.799159,1,3,108,1,2,7
2,1.465552,0,2,45,2,11,2
2,1.542378,0,2,65,3,10,8
2,1.40173,0,1,79,4,11,2
2,1.169393,0,2,124,3,4,5
2,1.357801,0,3,90,4,10,3
2,2.005638,0,3,83,4,12,3
2,1.653408,1,1,31,2,11,8
2,1.200688,0,3,144,4,3,7
2,1.944993,0,3,78,4,10,4
2,0.905909,0,2,61,3,9,8
2,1.34404,0,3,60,3,12,3
2,1.499085,1,3,18,1,10,3
2,0.877407,0,2,100,1,2,6
2,0.808817,0,2,81,4,11,8
