name,rt,correct_key,error,trial,pair1,pair2,trial_types,validity
59,0.600891,2,0,77,3,10,0,2
59,1.098621,1,0,111,2,1,3,2
59,0.648997,1,0,12,1,12,1,1
59,0.489074,2,0,3,1,9,1,1
59,0.984373,1,0,137,4,3,3,2
59,0.739117,1,0,23,2,12,1,1
59,0.544249,1,0,7,1,11,1,1
59,0.69349,2,0,121,3,4,2,2
59,0.781669,2,0,139,4,3,2,2
59,0.569181,2,0,54,1,10,1,1
59,0.58098,1,0,106,1,2,1,1
59,1.080402,1,0,86,4,9,3,2
59,0.831076,1,0,75,3,9,3,2
59,0.728689,1,0,130,3,4,3,2
59,0.781777,2,0,118,2,1,2,2
59,0.601238,1,0,11,1,12,1,1
59,0.571111,1,0,39,4,9,1,1
59,0.831239,1,0,144,4,3,2,2
59,0.62448,1,0,131,3,4,2,2
59,0.641922,2,0,70,2,12,2,2
59,1.115764,1,0,129,3,4,1,1
59,0.929507,1,0,73,3,9,0,2
59,0.47869,1,0,94,4,12,1,1
59,0.72641,1,0,97,1,2,3,2
59,0.643817,2,0,25,3,9,1,1
59,1.133055,2,0,104,1,2,2,2
59,0.80984,2,0,95,4,12,2,2
59,0.852605,1,0,64,2,10,0,2
59,0.637588,2,0,81,3,11,1,1
59,0.502908,2,0,59,1,12,1,1
59,0.748662,1,0,48,4,12,1,1
59,0.584831,2,0,30,3,10,1,1
59,0.692387,1,0,78,3,10,1,1
59,0.788052,1,0,71,2,12,2,2
59,0.84679,2,0,132,3,4,2,2
59,0.695229,1,0,61,2,9,3,2
59,0.725777,1,0,56,1,11,1,1
59,0.635402,2,0,40,4,10,1,1
59,0.597264,2,0,60,1,12,0,2
59,0.727373,2,0,79,3,11,0,2
59,0.749494,1,0,27,3,9,1,1
59,0.817176,2,0,50,1,9,0,2
59,1.187405,1,0,43,4,11,1,1
59,0.814575,1,0,42,4,10,1,1
59,0.800381,1,0,100,1,2,2,2
59,0.650233,2,0,2,1,9,1,1
59,0.787319,2,0,96,4,12,1,1
59,0.974245,1,0,65,2,10,1,1
59,0.921654,2,0,93,4,11,0,2
59,0.719584,1,0,8,1,11,1,1
59,0.741061,1,0,141,4,3,2,2
59,0.825114,2,0,67,2,11,0,2
59,0.579806,2,0,31,3,11,1,1
59,0.525964,2,0,115,2,1,1,1
59,0.51661,2,0,22,2,12,1,1
59,1.239832,2,0,107,1,2,3,2
59,0.68063,1,0,63,2,9,1,1
59,1.096204,2,0,122,3,4,3,2
59,0.67084,2,0,49,1,9,3,2
59,0.886718,1,0,45,4,11,1,1
59,0.669371,1,0,134,4,3,1,1
59,0.660686,1,0,125,3,4,2,2
59,1.021724,1,0,24,2,12,1,1
59,0.679293,1,0,142,4,3,3,2
59,1.110677,2,0,33,3,11,1,1
59,0.501298,1,0,17,2,10,1,1
59,0.563993,1,0,90,4,10,0,2
59,0.887173,2,0,114,2,1,3,2
59,1.294033,2,0,108,1,2,3,2
59,0.701972,1,0,37,4,9,1,1
59,0.876101,2,0,91,4,11,0,2
59,0.788485,2,0,76,3,10,2,2
59,0.703269,1,0,16,2,10,1,1
59,0.701642,2,0,41,4,10,1,1
59,1.01874,1,0,53,1,10,0,2
59,0.820711,2,0,98,1,2,1,1
59,1.519058,2,0,62,2,9,3,2
59,0.613125,2,0,126,3,4,1,1
59,0.710651,2,0,38,4,9,1,1
59,0.677402,1,0,13,2,9,1,1
59,0.813338,2,0,99,1,2,1,1
59,0.623046,2,0,35,3,12,1,1
59,0.633661,2,0,9,1,11,1,1
59,0.762149,1,0,21,2,11,1,1
59,0.677787,1,0,120,2,1,1,1
59,0.757419,2,0,143,4,3,1,1
59,0.793312,2,0,18,2,10,1,1
59,0.675149,2,0,68,2,11,0,2
59,0.691021,1,0,10,1,12,1,1
59,0.786078,1,0,89,4,10,1,1
59,1.004675,1,0,92,4,11,2,2
59,0.52714,2,0,128,3,4,1,1
59,0.709641,2,0,15,2,9,1,1
59,0.859646,1,0,69,2,11,0,2
59,0.963084,1,0,87,4,9,3,2
59,0.806737,1,0,58,1,12,3,2
59,0.848947,2,0,102,1,2,2,2
59,0.600978,2,0,85,4,9,1,1
59,0.931966,1,0,26,3,9,1,1
59,0.848483,1,0,32,3,11,1,1
59,0.840545,2,0,136,4,3,2,2
59,0.593783,1,0,123,3,4,1,1
59,0.924517,2,0,66,2,10,1,1
59,1.002491,1,0,119,2,1,2,2
59,0.54077,2,0,82,3,12,1,1
59,0.746188,1,0,84,3,12,1,1
59,0.941343,1,0,74,3,9,3,2
59,0.642599,2,0,116,2,1,3,2
59,0.827191,2,0,44,4,11,1,1
59,0.524803,2,0,113,2,1,1,1
59,0.770844,1,0,138,4,3,1,1
59,0.910418,1,0,112,2,1,1,1
59,0.629435,1,0,124,3,4,3,2
59,0.742395,1,0,29,3,10,1,1
59,1.115678,2,0,80,3,11,0,2
59,1.472887,1,0,1,1,9,1,1
59,1.185411,2,0,110,2,1,2,2
59,0.572728,2,0,72,2,12,1,1
59,0.800025,2,0,135,4,3,3,2
59,0.546788,2,0,4,1,10,1,1
59,0.75095,1,0,109,2,1,2,2
59,0.515591,2,0,20,2,11,1,1
59,0.753299,1,0,55,1,11,2,2
59,0.669677,2,0,88,4,10,0,2
59,0.756937,1,0,28,3,10,1,1
59,1.297513,1,0,51,1,9,0,2
59,0.823292,2,0,6,1,10,1,1
60,2.619405,2,0,78,3,10,1,1
60,1.044564,1,0,79,3,11,1,1
60,1.092176,1,0,19,2,11,3,2
60,1.105809,2,0,47,4,12,0,2
60,1.480841,2,1,30,3,10,1,1
60,0.878824,1,0,9,1,11,3,2
60,1.069772,2,0,61,2,9,1,1
60,1.757043,2,0,33,3,11,0,2
60,1.121371,1,0,23,2,12,1,1
60,3.406229,2,0,142,4,3,2,2
60,8.704813,2,0,50,1,9,1,1
60,3.878595,2,0,89,4,10,1,1
60,2.799726,1,1,97,1,2,1,1
60,5.089664,2,0,136,4,3,3,2
60,8.951695,2,0,39,4,9,1,1
60,3.346521,2,0,116,2,1,1,1
60,3.854065,2,1,55,1,11,1,1
60,1.598325,1,0,52,1,10,1,1
60,2.439392,2,0,3,1,9,1,1
60,2.504284,1,0,59,1,12,1,1
60,4.349538,1,0,4,1,10,3,2
60,5.74621,2,0,127,3,4,2,2
60,3.445436,2,0,18,2,10,1,1
60,2.996727,2,1,108,1,2,3,2
60,2.646968,2,0,104,1,2,2,2
60,2.623194,1,0,38,4,9,1,1
60,3.944072,1,0,140,4,3,3,2
60,5.772784,2,1,106,1,2,1,1
60,2.647577,2,0,6,1,10,0,2
60,2.135379,2,0,24,2,12,1,1
60,1.707945,1,0,21,2,11,3,2
60,3.730009,2,0,137,4,3,1,1
60,2.567227,2,0,36,3,12,0,2
60,4.570215,2,1,110,2,1,2,2
60,1.27588,1,0,134,4,3,1,1
60,2.71447,1,0,91,4,11,1,1
60,3.63983,2,0,67,2,11,1,1
60,2.864066,1,0,139,4,3,2,2
60,2.47914,1,0,94,4,12,1,1
60,2.806884,2,0,17,2,10,2,2
60,1.671712,2,0,73,3,9,1,1
60,2.678815,1,0,70,2,12,1,1
60,4.460971,2,0,37,4,9,0,2
60,5.468571,1,0,14,2,9,1,1
60,1.827818,1,0,43,4,11,2,2
60,5.76441,2,0,100,1,2,2,2
60,1.815099,2,1,7,1,11,0,2
60,1.224489,1,0,12,1,12,1,1
60,2.91417,1,0,128,3,4,2,2
60,1.59146,2,1,41,4,10,0,2
60,3.601967,1,0,120,2,1,3,2
60,4.227242,2,0,1,1,9,0,2
60,3.14872,2,0,117,2,1,2,2
60,4.344615,2,1,113,2,1,1,1
60,5.395666,2,0,69,2,11,1,1
60,3.806492,2,0,95,4,12,1,1
60,6.224393,1,0,22,2,12,0,2
60,5.049077,2,0,68,2,11,1,1
60,4.143078,1,0,123,3,4,2,2
60,3.410975,2,0,86,4,9,1,1
60,3.115873,2,0,82,3,12,1,1
60,0.905804,1,0,90,4,10,1,1
60,3.832251,2,0,28,3,10,0,2
60,2.704295,1,0,74,3,9,1,1
60,3.486548,1,0,103,1,2,3,2
60,2.468753,2,0,81,3,11,1,1
60,3.579403,2,0,13,2,9,0,2
60,2.565933,2,0,125,3,4,3,2
60,1.37742,1,0,135,4,3,2,2
60,1.795777,1,0,42,4,10,3,2
60,1.973741,1,0,11,1,12,1,1
60,1.105405,2,0,133,4,3,1,1
60,2.783545,2,0,109,2,1,3,2
60,1.049117,2,0,124,3,4,3,2
60,20.609998,2,1,118,2,1,1,1
60,1.362631,1,0,63,2,9,1,1
60,1.253763,2,0,71,2,12,1,1
60,1.445705,2,0,48,4,12,1,1
60,1.262103,2,0,44,4,11,0,2
60,1.004572,1,0,114,2,1,3,2
60,0.903257,2,0,138,4,3,3,2
60,1.912382,2,0,88,4,10,1,1
60,0.909705,2,1,92,4,11,1,1
60,0.724513,2,0,20,2,11,0,2
60,1.320196,1,0,93,4,11,1,1
60,1.965903,1,0,60,1,12,1,1
60,1.577045,2,0,40,4,10,3,2
60,0.761877,2,0,85,4,9,1,1
60,1.212752,2,1,64,2,10,1,1
60,1.941749,2,0,35,3,12,1,1
60,0.834814,2,0,101,1,2,1,1
60,5.683505,2,0,129,3,4,1,1
60,4.665577,2,0,54,1,10,1,1
60,2.344678,1,0,32,3,11,2,2
60,0.956875,1,0,75,3,9,1,1
60,1.065338,2,0,2,1,9,1,1
60,0.960547,1,0,80,3,11,1,1
60,6.97162,1,0,141,4,3,2,2
60,7.3904,1,0,25,3,9,3,2
60,4.720364,2,0,111,2,1,1,1
60,0.645932,2,0,112,2,1,2,2
60,2.60619,1,0,131,3,4,1,1
60,2.200809,1,0,119,2,1,3,2
60,2.954434,2,0,5,1,10,0,2
60,5.462497,2,0,62,2,9,1,1
60,1.076656,2,0,87,4,9,1,1
60,1.196287,1,0,96,4,12,1,1
60,1.022378,1,0,34,3,12,1,1
60,0.774583,2,0,84,3,12,1,1
60,0.058523,2,1,51,1,9,1,1
60,0.274508,1,1,132,3,4,1,1
60,0.001741,2,1,72,2,12,1,1
60,0.195624,1,1,57,1,11,1,1
60,0.74231,1,0,65,2,10,1,1
60,0.545654,2,1,102,1,2,3,2
60,0.638372,2,1,31,3,11,0,2
60,0.511048,1,0,76,3,10,1,1
60,0.539638,2,1,46,4,12,2,2
60,0.769115,1,1,107,1,2,3,2
60,0.635477,1,0,126,3,4,1,1
60,0.740888,2,0,49,1,9,1,1
60,0.897491,1,0,98,1,2,2,2
60,0.616118,1,0,66,2,10,1,1
60,0.784169,2,0,56,1,11,1,1
60,0.755354,1,0,122,3,4,3,2
60,0.759904,2,0,77,3,10,1,1
60,1.211081,1,0,26,3,9,2,2
60,0.684499,2,0,115,2,1,2,2
60,0.786964,2,1,8,1,11,2,2
60,0.269848,1,0,121,3,4,2,2
60,0.717055,2,0,130,3,4,3,2
60,2.178369,1,0,83,3,12,1,1
60,1.48434,2,0,27,3,9,3,2
60,1.05919,2,0,15,2,9,0,2
60,0.971493,1,0,105,1,2,1,1
60,0.838974,2,0,99,1,2,2,2
60,2.494909,2,0,58,1,12,1,1
60,0.901017,1,0,144,4,3,1,1
60,1.042674,2,0,143,4,3,3,2
60,0.458971,2,1,16,2,10,2,2
60,1.019153,1,0,53,1,10,1,1
60,1.171666,1,1,29,3,10,1,1
60,0.375833,2,1,45,4,11,1,1
60,1.083262,2,0,10,1,12,2,2
60,0.350371,2,0,61,2,9,1,1
60,1.930081,2,0,71,2,12,1,1
60,1.695131,1,0,64,2,10,1,1
60,0.069152,1,1,132,3,4,1,1
60,0.00174,2,1,121,3,4,2,2
60,0.867178,1,1,77,3,10,1,1
60,0.058756,2,0,15,2,9,0,2
60,0.001732,2,0,78,3,10,1,1
60,0.001738,2,1,32,3,11,2,2
60,0.751679,2,0,112,2,1,2,2
60,0.531631,2,1,114,2,1,3,2
60,1.056782,2,0,20,2,11,0,2
60,0.03217,2,1,23,2,12,1,1
60,0.577569,2,1,110,2,1,2,2
60,0.524677,2,0,2,1,9,1,1
60,0.041847,2,1,30,3,10,1,1
60,0.002746,2,0,87,4,9,1,1
60,0.202643,2,0,136,4,3,3,2
60,0.820633,2,0,13,2,9,0,2
60,0.222113,2,1,26,3,9,2,2
60,0.001967,2,1,42,4,10,3,2
60,0.002015,1,0,7,1,11,0,2
60,0.266176,2,0,54,1,10,1,1
60,0.8172,2,1,91,4,11,1,1
60,4.779159,2,0,10,1,12,2,2
60,3.709813,2,1,139,4,3,2,2
60,0.539732,2,0,124,3,4,3,2
60,1.400089,2,0,127,3,4,2,2
60,1.018329,2,1,79,3,11,1,1
60,3.339792,1,1,130,3,4,3,2
60,0.864351,2,0,81,3,11,1,1
60,0.456589,2,0,107,1,2,3,2
60,0.232524,2,0,33,3,11,0,2
60,0.56223,1,0,144,4,3,1,1
60,0.653131,1,0,59,1,12,1,1
60,0.653318,1,0,12,1,12,1,1
60,2.005166,2,0,138,4,3,3,2
60,1.519372,2,1,70,2,12,1,1
60,0.37269,2,1,16,2,10,2,2
60,0.727966,2,1,120,2,1,3,2
60,1.860975,1,0,102,1,2,3,2
60,1.364056,2,1,80,3,11,1,1
60,0.679924,1,0,43,4,11,2,2
60,0.733381,2,0,104,1,2,2,2
60,0.730755,2,1,60,1,12,1,1
60,1.312949,1,0,141,4,3,2,2
60,2.069998,1,0,140,4,3,3,2
60,1.61302,2,0,85,4,9,1,1
60,0.252097,2,0,49,1,9,1,1
60,3.220319,1,0,63,2,9,1,1
60,2.614285,2,0,100,1,2,2,2
60,0.664206,1,0,126,3,4,1,1
60,0.503473,2,1,134,4,3,1,1
60,1.389147,2,1,72,2,12,1,1
60,0.392458,1,0,96,4,12,1,1
60,0.475578,2,1,34,3,12,1,1
60,0.691199,1,0,113,2,1,1,1
60,0.737585,2,0,47,4,12,0,2
60,0.582623,1,1,62,2,9,1,1
60,0.961188,2,0,3,1,9,1,1
60,1.476781,2,1,22,2,12,0,2
60,1.235365,2,0,142,4,3,2,2
60,0.556454,2,0,133,4,3,1,1
60,1.111834,1,0,9,1,11,3,2
60,0.77314,1,0,103,1,2,3,2
60,0.559823,1,0,131,3,4,1,1
60,0.995047,2,0,36,3,12,0,2
60,0.957569,1,0,105,1,2,1,1
60,0.633561,2,0,137,4,3,1,1
60,0.531157,2,0,73,3,9,1,1
60,0.38495,2,0,39,4,9,1,1
60,0.762767,1,0,11,1,12,1,1
60,0.55946,2,0,35,3,12,1,1
60,0.610117,2,0,129,3,4,1,1
60,0.556208,2,0,44,4,11,0,2
60,0.632787,1,0,92,4,11,1,1
60,0.657999,1,0,83,3,12,1,1
60,0.721393,2,0,6,1,10,0,2
60,0.342943,2,1,14,2,9,1,1
60,0.099865,2,0,1,1,9,0,2
60,0.553584,2,1,21,2,11,3,2
60,1.149491,2,1,52,1,10,1,1
60,0.425676,2,0,125,3,4,3,2
60,0.377927,1,0,65,2,10,1,1
60,0.820524,1,1,24,2,12,1,1
60,0.061844,2,1,98,1,2,2,2
60,0.532503,2,0,17,2,10,2,2
60,0.602422,2,0,101,1,2,1,1
60,0.612085,2,1,55,1,11,1,1
60,0.74098,1,0,25,3,9,3,2
60,0.865488,2,0,82,3,12,1,1
60,0.647457,1,1,116,2,1,1,1
60,0.639063,1,0,74,3,9,1,1
60,0.5273,2,0,37,4,9,0,2
60,0.683794,2,0,88,4,10,1,1
60,0.555999,2,0,68,2,11,1,1
60,0.639922,2,0,115,2,1,2,2
60,0.640757,2,1,123,3,4,2,2
60,0.760398,2,0,69,2,11,1,1
60,0.636687,2,0,18,2,10,1,1
60,0.67585,2,1,31,3,11,0,2
60,0.6601,2,0,117,2,1,2,2
60,0.475861,1,0,118,2,1,1,1
60,0.86736,2,0,111,2,1,1,1
60,0.683631,2,0,143,4,3,3,2
60,0.991063,1,1,89,4,10,1,1
60,0.23359,2,1,53,1,10,1,1
60,0.258459,2,0,95,4,12,1,1
60,0.705881,1,0,119,2,1,3,2
60,0.527886,1,1,109,2,1,3,2
60,0.012808,1,0,122,3,4,3,2
60,0.213988,2,1,90,4,10,1,1
60,0.391773,2,0,97,1,2,1,1
60,0.001764,2,1,66,2,10,1,1
60,0.576867,2,0,28,3,10,0,2
60,0.0203,2,1,106,1,2,1,1
60,0.261029,1,0,45,4,11,1,1
60,0.085173,2,0,27,3,9,3,2
60,0.540697,1,1,56,1,11,1,1
60,0.001821,1,1,48,4,12,1,1
60,2.034725,2,1,41,4,10,0,2
60,0.372017,2,0,29,3,10,1,1
60,0.574525,2,1,135,4,3,2,2
60,0.858543,1,0,46,4,12,2,2
60,0.666746,2,0,57,1,11,1,1
60,0.266618,2,1,94,4,12,1,1
60,0.081348,2,0,67,2,11,1,1
60,0.080315,2,0,58,1,12,1,1
60,1.662274,2,1,76,3,10,1,1
60,1.430076,1,1,50,1,9,1,1
60,0.926113,1,0,51,1,9,1,1
60,0.019468,2,1,108,1,2,3,2
60,0.740753,2,0,99,1,2,2,2
60,1.049198,2,0,5,1,10,0,2
60,1.032768,1,0,93,4,11,1,1
60,0.874049,1,0,8,1,11,2,2
60,0.513141,2,0,86,4,9,1,1
60,0.935356,2,1,128,3,4,2,2
60,0.979786,2,0,40,4,10,3,2
60,1.134033,1,0,19,2,11,3,2
60,0.236143,2,1,75,3,9,1,1
60,0.460961,1,0,38,4,9,1,1
60,0.580734,2,0,84,3,12,1,1
60,0.735387,1,0,4,1,10,3,2
60,2.883814,1,0,51,1,9,1,1
60,0.986336,1,0,43,4,11,2,2
60,0.956278,1,0,120,2,1,3,2
60,1.120867,2,0,132,3,4,1,1
60,0.749643,1,0,52,1,10,1,1
60,1.153729,2,0,85,4,9,1,1
60,0.861595,1,0,122,3,4,3,2
60,0.597081,2,0,61,2,9,1,1
60,1.383517,1,0,32,3,11,2,2
60,0.78613,2,1,139,4,3,2,2
60,0.00174,1,1,109,2,1,3,2
60,0.075551,1,0,114,2,1,3,2
60,0.104332,2,1,134,4,3,1,1
60,0.214211,1,0,60,1,12,1,1
60,0.083414,2,1,74,3,9,1,1
60,0.682094,1,1,82,3,12,1,1
60,0.728584,1,1,20,2,11,0,2
60,0.701271,1,1,104,1,2,2,2
60,0.371469,1,1,2,1,9,1,1
60,0.294751,1,0,53,1,10,1,1
60,0.172831,2,0,10,1,12,2,2
60,0.135373,1,0,118,2,1,1,1
60,0.556345,2,0,67,2,11,1,1
60,0.008413,2,0,29,3,10,1,1
60,0.001808,2,0,116,2,1,1,1
60,0.683857,2,0,27,3,9,3,2
60,0.010694,2,1,46,4,12,2,2
60,0.011721,2,1,79,3,11,1,1
60,0.668985,1,0,121,3,4,2,2
60,0.419728,2,0,97,1,2,1,1
60,1.229406,2,1,72,2,12,1,1
60,1.277672,1,1,143,4,3,3,2
60,1.771899,2,1,91,4,11,1,1
60,1.527463,1,1,62,2,9,1,1
60,0.001881,1,1,71,2,12,1,1
60,1.438207,2,0,15,2,9,0,2
60,0.55867,2,0,37,4,9,0,2
60,0.082622,2,0,17,2,10,2,2
60,1.042201,2,1,131,3,4,1,1
60,1.362661,2,0,125,3,4,3,2
60,0.565418,2,1,144,4,3,1,1
60,0.673041,1,0,31,3,11,0,2
60,0.720412,1,0,16,2,10,2,2
60,0.755769,1,0,25,3,9,3,2
60,0.535957,1,0,128,3,4,2,2
60,0.788466,2,1,21,2,11,3,2
60,0.854518,1,0,4,1,10,3,2
60,1.205719,2,0,47,4,12,0,2
60,0.647671,1,0,65,2,10,1,1
60,0.679761,1,0,59,1,12,1,1
60,0.543004,1,0,12,1,12,1,1
60,0.650377,1,0,98,1,2,2,2
60,0.684281,2,0,77,3,10,1,1
60,0.810873,2,0,35,3,12,1,1
60,2.012033,2,0,28,3,10,0,2
60,8.878063,2,1,14,2,9,1,1
60,0.852418,1,0,90,4,10,1,1
60,1.028657,1,0,22,2,12,0,2
60,2.661249,2,1,119,2,1,3,2
60,0.357076,2,1,92,4,11,1,1
60,0.080947,2,1,9,1,11,3,2
60,0.863104,2,0,36,3,12,0,2
60,0.647594,2,0,1,1,9,0,2
60,0.663661,2,0,99,1,2,2,2
60,0.022435,2,1,30,3,10,1,1
60,1.079919,1,0,8,1,11,2,2
60,0.174682,2,1,76,3,10,1,1
60,1.098027,2,0,138,4,3,3,2
60,0.503914,2,1,126,3,4,1,1
60,0.166116,1,1,101,1,2,1,1
60,2.744963,2,1,75,3,9,1,1
60,1.997594,2,0,115,2,1,2,2
60,0.954513,1,0,55,1,11,1,1
60,2.030863,2,0,24,2,12,1,1
60,1.415809,2,0,89,4,10,1,1
60,0.829962,1,0,103,1,2,3,2
60,1.423864,2,1,102,1,2,3,2
60,1.409872,2,0,13,2,9,0,2
60,0.187242,1,1,56,1,11,1,1
60,7.436907,2,1,123,3,4,2,2
60,3.188469,2,1,70,2,12,1,1
60,2.384248,2,1,66,2,10,1,1
60,1.642385,2,0,87,4,9,1,1
60,0.450457,2,0,50,1,9,1,1
60,1.178168,2,0,49,1,9,1,1
60,1.012947,2,0,68,2,11,1,1
60,0.494448,2,0,88,4,10,1,1
60,0.784687,2,0,112,2,1,2,2
60,0.723127,1,0,135,4,3,2,2
60,0.616758,2,0,18,2,10,1,1
60,0.802765,2,0,5,1,10,0,2
60,0.989422,1,0,140,4,3,3,2
60,0.568082,1,0,106,1,2,1,1
60,1.004683,2,0,33,3,11,0,2
60,0.614159,2,0,40,4,10,3,2
60,0.695812,1,0,64,2,10,1,1
60,1.206298,2,0,73,3,9,1,1
60,0.734958,1,0,83,3,12,1,1
60,0.627406,2,0,39,4,9,1,1
60,0.629477,2,0,133,4,3,1,1
60,0.758261,2,0,3,1,9,1,1
60,1.010484,1,0,41,4,10,0,2
60,2.996378,2,1,63,2,9,1,1
60,0.607779,2,0,48,4,12,1,1
60,0.69752,1,1,137,4,3,1,1
60,2.367238,1,1,86,4,9,1,1
60,1.523013,2,1,105,1,2,1,1
60,1.608235,2,0,130,3,4,3,2
60,3.114917,2,0,44,4,11,0,2
60,1.22358,1,0,94,4,12,1,1
60,1.057742,1,1,58,1,12,1,1
60,1.233372,2,0,142,4,3,2,2
60,1.417915,2,0,127,3,4,2,2
60,1.028018,1,1,84,3,12,1,1
60,0.20465,2,0,129,3,4,1,1
60,0.566037,2,1,7,1,11,0,2
60,0.65049,2,0,100,1,2,2,2
60,2.081273,2,0,78,3,10,1,1
60,0.688099,2,1,93,4,11,1,1
60,1.98896,2,1,113,2,1,1,1
60,10.990549,2,0,124,3,4,3,2
60,1.896182,1,1,136,4,3,3,2
60,2.015604,2,1,110,2,1,2,2
60,1.40838,1,0,141,4,3,2,2
60,3.914,2,0,54,1,10,1,1
60,3.430754,1,1,69,2,11,1,1
60,1.928002,2,1,108,1,2,3,2
60,2.028507,2,0,6,1,10,0,2
60,1.453207,2,1,23,2,12,1,1
60,2.157711,2,1,45,4,11,1,1
60,2.544801,2,0,107,1,2,3,2
60,0.116707,1,0,11,1,12,1,1
60,7.019631,1,0,38,4,9,1,1
60,0.756126,2,0,81,3,11,1,1
60,0.736394,1,0,34,3,12,1,1
60,0.549161,2,1,19,2,11,3,2
60,1.000696,1,0,80,3,11,1,1
60,2.180098,2,1,42,4,10,3,2
60,0.66162,2,0,57,1,11,1,1
60,0.389251,2,1,96,4,12,1,1
60,0.176134,2,0,95,4,12,1,1
60,0.723872,1,0,26,3,9,2,2
60,0.297008,2,0,117,2,1,2,2
60,2.302478,1,1,111,2,1,1,1
60,0.357529,2,0,142,4,3,2,2
60,0.825374,2,1,11,1,12,1,1
60,0.001724,1,0,22,2,12,0,2
60,0.001873,2,1,7,1,11,0,2
60,0.871252,2,0,129,3,4,1,1
60,0.2056,1,1,18,2,10,1,1
60,1.712308,2,0,47,4,12,0,2
60,0.001904,1,0,66,2,10,1,1
60,0.584163,2,0,97,1,2,1,1
60,1.602894,2,0,17,2,10,2,2
60,0.572781,1,1,56,1,11,1,1
60,1.279406,2,1,94,4,12,1,1
60,0.845392,2,0,101,1,2,1,1
60,0.126009,2,1,75,3,9,1,1
60,1.995285,2,0,62,2,9,1,1
60,0.052687,2,0,115,2,1,2,2
60,1.628221,2,1,74,3,9,1,1
60,0.001945,1,1,28,3,10,0,2
60,1.255101,2,0,3,1,9,1,1
60,0.894782,2,0,130,3,4,3,2
60,1.861142,2,1,139,4,3,2,2
60,0.267974,2,1,55,1,11,1,1
60,0.075819,2,1,65,2,10,1,1
60,0.050948,1,1,104,1,2,2,2
60,0.001752,2,0,124,3,4,3,2
60,0.821622,2,1,26,3,9,2,2
60,0.645716,2,0,82,3,12,1,1
60,0.998403,2,0,36,3,12,0,2
60,0.527706,2,1,140,4,3,3,2
60,0.772397,2,0,10,1,12,2,2
60,0.239742,1,0,38,4,9,1,1
60,2.408698,2,0,44,4,11,0,2
60,0.106077,1,1,13,2,9,0,2
60,1.03309,2,1,43,4,11,2,2
60,0.937699,2,0,29,3,10,1,1
60,0.222881,1,1,67,2,11,1,1
60,0.032123,2,1,9,1,11,3,2
60,0.095891,2,1,53,1,10,1,1
60,0.143056,1,0,64,2,10,1,1
60,0.466958,2,0,107,1,2,3,2
60,0.193721,2,0,89,4,10,1,1
60,0.001829,1,0,123,3,4,2,2
60,1.99819,1,0,108,1,2,3,2
60,1.375818,2,0,86,4,9,1,1
60,0.001708,2,1,52,1,10,1,1
60,0.035528,2,1,106,1,2,1,1
60,0.300401,2,0,69,2,11,1,1
60,0.001738,2,1,83,3,12,1,1
60,0.653036,2,0,49,1,9,1,1
60,0.189476,2,0,5,1,10,0,2
60,0.751892,2,1,23,2,12,1,1
60,0.491685,2,0,85,4,9,1,1
60,0.515456,2,0,136,4,3,3,2
60,1.295026,2,1,92,4,11,1,1
60,0.829518,1,0,93,4,11,1,1
60,0.669477,2,0,24,2,12,1,1
60,0.942058,2,0,127,3,4,2,2
60,0.642676,2,1,110,2,1,2,2
60,0.71521,1,0,42,4,10,3,2
60,0.704375,2,1,63,2,9,1,1
60,1.055092,1,0,80,3,11,1,1
60,0.719111,2,0,61,2,9,1,1
60,0.667889,1,0,25,3,9,3,2
60,1.03511,1,0,41,4,10,0,2
60,0.676375,2,0,133,4,3,1,1
60,1.275146,1,0,114,2,1,3,2
60,0.883028,2,0,71,2,12,1,1
60,0.920922,2,0,112,2,1,2,2
60,1.086747,2,0,48,4,12,1,1
60,0.685275,2,0,77,3,10,1,1
60,0.667185,2,0,78,3,10,1,1
60,0.627493,1,0,70,2,12,1,1
60,1.118998,2,0,15,2,9,0,2
60,0.132787,2,1,46,4,12,2,2
60,0.551467,2,0,137,4,3,1,1
60,0.85097,1,0,32,3,11,2,2
60,0.001745,2,0,37,4,9,0,2
60,0.3961,2,0,81,3,11,1,1
60,0.238677,1,0,141,4,3,2,2
60,1.215445,2,1,79,3,11,1,1
60,0.024246,2,0,132,3,4,1,1
60,2.586016,2,0,1,1,9,0,2
60,1.01252,1,0,31,3,11,0,2
60,0.341312,2,1,113,2,1,1,1
60,1.899166,2,0,6,1,10,0,2
60,0.665186,1,0,126,3,4,1,1
60,0.856998,2,1,19,2,11,3,2
60,1.848792,1,1,100,1,2,2,2
60,0.976408,1,0,72,2,12,1,1
60,0.523463,1,0,34,3,12,1,1
60,0.520689,2,0,117,2,1,2,2
60,0.909881,2,0,50,1,9,1,1
60,1.147533,2,0,68,2,11,1,1
60,0.703822,2,0,116,2,1,1,1
60,0.734221,1,0,60,1,12,1,1
60,1.010042,1,0,96,4,12,1,1
60,1.268193,1,0,128,3,4,2,2
60,0.932037,2,0,84,3,12,1,1
60,1.352047,2,0,138,4,3,3,2
60,1.067409,2,0,2,1,9,1,1
60,0.803564,1,0,90,4,10,1,1
60,1.005202,1,0,119,2,1,3,2
60,0.663132,1,0,144,4,3,1,1
60,1.166029,2,0,40,4,10,3,2
60,1.098465,2,0,99,1,2,2,2
60,0.744823,2,0,95,4,12,1,1
